timestamp,age,city,living,household_size,fridge,shopping_freq,food_spend,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,input_method,age_group,living_group,household_group,shopping_group,region,input_type,feature_list,pain_count,need_count,need_strong_count,pain_score,need_score,persona,readiness,core_adopter,feat_reminder,feat_priority,feat_recipe,feat_app_view,feat_camera,feat_savings_report,feat_dup_alert,feat_voice,feat_shopping_list,feat_multi_fridge
2026-09-23 13:43:24,18–22,Bekasi,With family,5–6 people,"Yes, private fridge",Never,< Rp1M,5,3,4,4,3,5,4,5,4,4,5,4,4,5,4,4,FRISA camera auto-recognition,≤22,Family household,5+ people,Low,Jabodetabek,Camera-based,Recipes from available ingredients; Expiry reminders; Voice assistant,7,7,3,4.125,4.428571428571429,Smart Home Cooks,"Pain-aware, less convinced",False,1,0,1,0,0,0,0,1,0,0
2026-09-23 13:49:38,50+,Bekasi,With family,5–6 people,"Yes, shared fridge",Rarely,Rp4–6M,4,5,5,4,3,4,4,5,4,5,4,3,5,5,5,5,Digital receipt integration,41+,Family household,5+ people,Low,Jabodetabek,Semi-automatic,"""Use-first"" food prioritisation; View fridge contents in the app; AI camera food detection",7,7,6,4.125,4.857142857142857,Automation Seekers,Ready adopters,False,0,1,0,1,1,0,0,0,0,0
2026-09-23 14:01:40,23–30,Bandung,With family,3–4 people,"Yes, private fridge",Almost always,Rp1–2M,4,3,3,5,4,4,4,4,5,5,5,4,5,4,4,4,FRISA camera auto-recognition,23–30,Family household,3–4 people,High,Other cities,Camera-based,"""Use-first"" food prioritisation; Expiry reminders; AI camera food detection",6,7,3,4.0,4.428571428571429,Automation Seekers,"Pain-aware, less convinced",False,1,1,0,0,1,0,0,0,0,0
2026-09-23 14:20:14,18–22,Tangerang,Living alone,1 person,"Yes, private fridge",Sometimes,Rp1–2M,4,4,4,3,4,4,4,5,5,5,3,5,4,5,4,5,FRISA camera auto-recognition,≤22,Independent living,1–2 people,Medium,Jabodetabek,Camera-based,"Expiry reminders; Voice assistant; ""Use-first"" food prioritisation",7,6,4,4.125,4.428571428571429,Expiry Guardians,"Pain-aware, less convinced",False,1,1,0,0,0,0,0,1,0,0
2026-09-23 14:21:36,18–22,Bandung,Boarding house / rented room,3–4 people,"Yes, private fridge",Sometimes,< Rp1M,3,4,4,5,3,5,5,4,5,5,5,4,4,4,4,4,Product barcode scan,≤22,Independent living,3–4 people,Medium,Other cities,Semi-automatic,"""Use-first"" food prioritisation; AI camera food detection; Food & money savings report",7,7,2,4.375,4.285714285714286,Automation Seekers,"Pain-aware, less convinced",False,0,1,0,0,1,1,0,0,0,0
2026-09-23 14:22:04,18–22,Semarang,Living alone,1 person,"Yes, private fridge",Rarely,Rp1–2M,5,5,5,5,3,4,4,5,4,5,4,4,5,5,3,5,Manual entry in the app,≤22,Independent living,1–2 people,Low,Other cities,Manual,Expiry reminders; Recipes from available ingredients; View fridge contents in the app,8,6,5,4.5,4.571428571428571,Connected Planners,Ready adopters,False,1,0,1,1,0,0,0,0,0,0
2026-09-23 14:31:40,23–30,Jakarta,With family,3–4 people,"Yes, private fridge",Rarely,Rp4–6M,4,4,3,3,3,4,5,5,3,5,5,4,5,5,5,5,Digital receipt integration,23–30,Family household,3–4 people,Low,Jabodetabek,Semi-automatic,Recipes from available ingredients; Expiry reminders; Duplicate-purchase alert,5,7,7,3.75,5.0,Smart Home Cooks,Aspirational adopters,False,1,0,1,0,0,0,1,0,0,0
2026-09-23 14:31:52,18–22,Jakarta,With family,5–6 people,"Yes, private fridge",Often,< Rp1M,5,5,4,5,3,4,4,5,4,5,5,3,4,4,5,5,Product barcode scan,≤22,Family household,5+ people,High,Jabodetabek,Semi-automatic,"Expiry reminders; Recipes from available ingredients; ""Use-first"" food prioritisation",7,7,5,4.25,4.714285714285714,Smart Home Cooks,Ready adopters,True,1,1,1,0,0,0,0,0,0,0
2026-09-23 14:34:23,23–30,Semarang,With family,5–6 people,"Yes, private fridge",Almost always,Rp4–6M,3,5,4,4,3,5,5,5,4,4,4,3,4,4,5,5,FRISA camera auto-recognition,23–30,Family household,5+ people,High,Other cities,Camera-based,"""Use-first"" food prioritisation; Recipes from available ingredients; Food & money savings report",6,7,3,4.125,4.428571428571429,Smart Home Cooks,"Pain-aware, less convinced",False,0,1,1,0,0,1,0,0,0,0
2026-09-23 14:44:58,50+,Bandung,Boarding house / rented room,3–4 people,"Yes, shared fridge",Almost always,< Rp1M,4,4,5,5,5,5,5,4,5,4,5,4,4,5,4,4,Digital receipt integration,41+,Independent living,3–4 people,High,Other cities,Semi-automatic,"Recipes from available ingredients; Expiry reminders; ""Use-first"" food prioritisation",8,7,2,4.625,4.285714285714286,Smart Home Cooks,"Pain-aware, less convinced",False,1,1,1,0,0,0,0,0,0,0
2026-09-23 14:45:58,31–40,Yogyakarta,With family,3–4 people,"Yes, private fridge",Almost always,Rp4–6M,5,5,4,4,3,4,4,4,4,5,4,4,4,4,5,4,Smartphone camera scan,31–40,Family household,3–4 people,High,Other cities,Camera-based,Expiry reminders; AI camera food detection; Voice assistant,8,7,2,4.25,4.285714285714286,Automation Seekers,"Pain-aware, less convinced",False,1,0,0,0,1,0,0,1,0,0
2026-09-23 15:11:54,23–30,Bekasi,With family,3–4 people,"Yes, private fridge",Sometimes,Rp1–2M,4,5,3,3,3,3,5,4,3,4,4,5,4,4,4,5,FRISA camera auto-recognition,23–30,Family household,3–4 people,Medium,Jabodetabek,Camera-based,Food & money savings report; AI camera food detection; Shopping list,4,7,1,3.875,4.142857142857143,Automation Seekers,Lower priority,False,0,0,0,0,1,1,0,0,1,0
2026-09-23 15:19:51,31–40,Jakarta,With family,3–4 people,"Yes, private fridge",Almost always,Rp2–4M,5,4,4,3,3,3,5,4,5,4,4,4,4,4,5,4,Smartphone camera scan,31–40,Family household,3–4 people,High,Jabodetabek,Camera-based,"AI camera food detection; ""Use-first"" food prioritisation; Food & money savings report",6,7,1,4.125,4.142857142857143,Automation Seekers,"Pain-aware, less convinced",False,0,1,0,0,1,1,0,0,0,0
2026-09-23 15:25:55,18–22,Bekasi,With family,3–4 people,"Yes, private fridge",Almost always,Rp2–4M,4,5,3,5,3,4,4,4,5,4,5,4,4,5,4,3,Digital receipt integration,≤22,Family household,3–4 people,High,Jabodetabek,Semi-automatic,Voice assistant; Expiry reminders; Recipes from available ingredients,7,6,2,4.25,4.142857142857143,Smart Home Cooks,"Pain-aware, less convinced",False,1,0,1,0,0,0,0,1,0,0
2026-09-23 15:37:55,23–30,Bandung,With family,3–4 people,"Yes, private fridge",Rarely,Prefer not to say,5,4,4,4,4,5,3,5,4,5,5,4,4,4,4,5,Smartphone camera scan,23–30,Family household,3–4 people,Low,Other cities,Camera-based,Food & money savings report; Recipes from available ingredients; AI camera food detection,7,7,4,4.125,4.571428571428571,Automation Seekers,Ready adopters,False,0,0,1,0,1,1,0,0,0,0
2026-09-23 15:42:07,18–22,Bandung,With family,3–4 people,"Yes, shared fridge",Often,Rp2–4M,5,4,5,3,4,3,4,5,4,4,4,3,5,4,5,5,Smartphone camera scan,≤22,Family household,3–4 people,High,Other cities,Camera-based,"Recipes from available ingredients; ""Use-first"" food prioritisation; View fridge contents in the app",5,7,4,3.875,4.571428571428571,Connected Planners,Aspirational adopters,True,0,1,1,1,0,0,0,0,0,0
2026-09-23 16:08:13,23–30,Yogyakarta,Boarding house / rented room,1 person,"Yes, shared fridge",Often,< Rp1M,5,5,4,3,3,4,5,4,4,4,5,3,5,5,5,4,FRISA camera auto-recognition,23–30,Independent living,1–2 people,High,Other cities,Camera-based,"Food & money savings report; View fridge contents in the app; ""Use-first"" food prioritisation",6,7,4,4.125,4.571428571428571,Expiry Guardians,Ready adopters,True,0,1,0,1,0,1,0,0,0,0
2026-09-23 16:16:38,23–30,Bandung,With family,3–4 people,"Yes, shared fridge",Often,Rp4–6M,5,4,4,4,3,5,4,4,3,4,4,4,5,4,4,4,Smartphone camera scan,23–30,Family household,3–4 people,High,Other cities,Camera-based,"""Use-first"" food prioritisation; AI camera food detection; Expiry reminders",7,7,1,4.125,4.142857142857143,Automation Seekers,"Pain-aware, less convinced",False,1,1,0,0,1,0,0,0,0,0
2026-09-23 17:10:23,41–50,Semarang,With family,5–6 people,"Yes, private fridge",Almost always,Rp4–6M,5,4,4,3,3,4,3,4,4,5,4,4,5,5,4,5,FRISA camera auto-recognition,41+,Family household,5+ people,High,Other cities,Camera-based,Recipes from available ingredients; Duplicate-purchase alert; Expiry reminders,6,7,4,3.875,4.571428571428571,Smart Home Cooks,Aspirational adopters,True,1,0,1,0,0,0,1,0,0,0
2026-09-23 17:13:38,23–30,Tangerang,With family,3–4 people,"Yes, private fridge",Often,Rp2–4M,3,4,3,4,4,4,4,4,4,5,4,4,5,4,5,5,Smartphone camera scan,23–30,Family household,3–4 people,High,Jabodetabek,Camera-based,"View fridge contents in the app; ""Use-first"" food prioritisation; Expiry reminders",6,7,4,3.75,4.571428571428571,Expiry Guardians,Aspirational adopters,True,1,1,0,1,0,0,0,0,0,0
2026-09-23 17:14:47,23–30,Tangerang,Other,3–4 people,"Yes, private fridge",Often,Rp1–2M,3,4,5,4,4,3,3,5,4,4,4,5,5,5,5,5,Smartphone camera scan,23–30,Independent living,3–4 people,High,Jabodetabek,Camera-based,Recipes from available ingredients; Food & money savings report; View fridge contents in the app,5,7,5,3.875,4.714285714285714,Connected Planners,Aspirational adopters,True,0,0,1,1,0,1,0,0,0,0
2026-09-23 17:21:05,31–40,Bekasi,With family,5–6 people,"Yes, private fridge",Almost always,Rp2–4M,5,4,4,4,3,4,4,5,4,5,4,4,4,4,5,5,FRISA camera auto-recognition,31–40,Family household,5+ people,High,Jabodetabek,Camera-based,Food & money savings report; Multiple-fridge support; View fridge contents in the app,8,7,4,4.125,4.571428571428571,Connected Planners,Ready adopters,True,0,0,0,1,0,1,0,0,0,1
2026-09-23 17:59:03,18–22,Jakarta,With family,5–6 people,"Yes, private fridge",Often,Rp2–4M,5,4,4,4,4,5,5,5,4,5,4,4,4,5,4,5,Manual entry in the app,≤22,Family household,5+ people,High,Jabodetabek,Manual,Expiry reminders; Shopping list; Recipes from available ingredients,8,7,4,4.375,4.571428571428571,Smart Home Cooks,Ready adopters,True,1,0,1,0,0,0,0,0,1,0
2026-09-23 18:55:02,31–40,Jakarta,Living alone,1 person,"Yes, private fridge",Often,Prefer not to say,3,3,4,3,4,4,4,5,4,3,5,4,3,5,5,4,Smartphone camera scan,31–40,Independent living,1–2 people,High,Jabodetabek,Camera-based,Expiry reminders; Food & money savings report; View fridge contents in the app,5,5,4,3.625,4.285714285714286,Expiry Guardians,Lower priority,True,1,0,0,1,0,1,0,0,0,0
2026-09-23 18:59:34,31–40,Depok,With family,3–4 people,"Yes, private fridge",Sometimes,< Rp1M,4,5,5,4,4,4,4,4,3,4,5,3,4,4,4,5,FRISA camera auto-recognition,31–40,Family household,3–4 people,Medium,Jabodetabek,Camera-based,"""Use-first"" food prioritisation; Expiry reminders; Recipes from available ingredients",6,7,2,4.0,4.285714285714286,Smart Home Cooks,"Pain-aware, less convinced",False,1,1,1,0,0,0,0,0,0,0
2026-09-23 19:18:04,18–22,Tangerang,With family,5–6 people,"Yes, private fridge",Sometimes,Rp2–4M,4,4,4,4,3,4,5,5,4,5,4,3,5,5,3,5,FRISA camera auto-recognition,≤22,Family household,5+ people,Medium,Jabodetabek,Camera-based,"""Use-first"" food prioritisation; AI camera food detection; Recipes from available ingredients",7,6,5,4.0,4.571428571428571,Automation Seekers,Ready adopters,False,0,1,1,0,1,0,0,0,0,0
2026-09-23 19:19:17,50+,Tangerang,With friends,2 people,"Yes, shared fridge",Sometimes,< Rp1M,4,4,3,3,3,4,4,5,4,4,4,4,4,3,5,5,FRISA camera auto-recognition,41+,Independent living,1–2 people,Medium,Jabodetabek,Camera-based,Voice assistant; Expiry reminders; Recipes from available ingredients,6,6,3,3.75,4.285714285714286,Smart Home Cooks,Lower priority,False,1,0,1,0,0,0,0,1,0,0
2026-09-23 19:44:29,41–50,Depok,With family,3–4 people,"Yes, private fridge",Often,Rp2–4M,4,4,4,4,4,3,4,5,3,4,3,3,5,4,5,5,Digital receipt integration,41+,Family household,3–4 people,High,Jabodetabek,Semi-automatic,Expiry reminders; View fridge contents in the app; Recipes from available ingredients,5,6,4,3.625,4.428571428571429,Connected Planners,Lower priority,True,1,0,1,1,0,0,0,0,0,0
2026-09-23 19:57:44,<18,Semarang,Boarding house / rented room,7+ people,"Yes, private fridge",Sometimes,Rp1–2M,4,5,4,4,3,5,4,5,5,5,5,5,5,5,5,4,Voice command to FRISA,≤22,Independent living,5+ people,Medium,Other cities,Voice,View fridge contents in the app; Recipes from available ingredients; Food & money savings report,8,7,6,4.5,4.857142857142857,Connected Planners,Ready adopters,False,0,0,1,1,0,1,0,0,0,0
2026-09-23 20:14:26,31–40,Bogor,With family,5–6 people,"Yes, private fridge",Never,Rp1–2M,5,3,5,4,3,4,4,5,4,5,5,3,4,5,4,5,FRISA camera auto-recognition,31–40,Family household,5+ people,Low,Jabodetabek,Camera-based,"Food & money savings report; ""Use-first"" food prioritisation; Expiry reminders",6,7,5,4.0,4.714285714285714,Expiry Guardians,Ready adopters,False,1,1,0,0,0,1,0,0,0,0
2026-09-23 20:22:29,18–22,Depok,With friends,3–4 people,"Yes, shared fridge",Often,Rp2–4M,4,4,5,3,3,3,3,5,3,4,5,5,3,4,4,5,Smartphone camera scan,≤22,Independent living,3–4 people,High,Jabodetabek,Camera-based,"""Use-first"" food prioritisation; Expiry reminders; View fridge contents in the app",4,6,3,3.75,4.285714285714286,Expiry Guardians,Lower priority,False,1,1,0,1,0,0,0,0,0,0
2026-09-23 20:42:58,18–22,Jakarta,Living alone,1 person,"Yes, private fridge",Almost always,Rp1–2M,4,4,5,4,4,4,5,4,5,5,5,4,5,4,5,5,Product barcode scan,≤22,Independent living,1–2 people,High,Jabodetabek,Semi-automatic,Food & money savings report; AI camera food detection; Expiry reminders,8,7,5,4.375,4.714285714285714,Automation Seekers,Ready adopters,True,1,0,0,0,1,1,0,0,0,0
2026-09-23 21:09:29,18–22,Bekasi,Boarding house / rented room,3–4 people,"Yes, private fridge",Often,< Rp1M,5,4,3,3,5,4,4,4,4,5,4,4,5,4,5,4,FRISA camera auto-recognition,≤22,Independent living,3–4 people,High,Jabodetabek,Camera-based,"AI camera food detection; ""Use-first"" food prioritisation; Recipes from available ingredients",6,7,3,3.875,4.428571428571429,Automation Seekers,Lower priority,False,0,1,1,0,1,0,0,0,0,0
2026-09-23 21:17:44,23–30,Jakarta,Boarding house / rented room,2 people,"Yes, shared fridge",Sometimes,Rp2–4M,4,4,3,4,3,4,3,4,3,4,5,3,5,5,5,5,Product barcode scan,23–30,Independent living,1–2 people,Medium,Jabodetabek,Semi-automatic,"AI camera food detection; ""Use-first"" food prioritisation; Expiry reminders",4,7,5,3.5,4.714285714285714,Automation Seekers,Aspirational adopters,False,1,1,0,0,1,0,0,0,0,0
2026-09-23 21:18:43,41–50,Jakarta,With family,2 people,"Yes, private fridge",Sometimes,Prefer not to say,4,4,4,3,5,4,4,3,4,5,5,4,5,5,5,4,FRISA camera auto-recognition,41+,Family household,1–2 people,Medium,Jabodetabek,Camera-based,AI camera food detection; Expiry reminders; View fridge contents in the app,7,6,5,3.875,4.571428571428571,Automation Seekers,Aspirational adopters,False,1,0,0,1,1,0,0,0,0,0
2026-09-23 21:25:38,23–30,Depok,With family,5–6 people,"Yes, private fridge",Often,Rp2–4M,4,4,5,3,4,4,4,5,5,5,4,4,4,5,4,4,Smartphone camera scan,23–30,Family household,5+ people,High,Jabodetabek,Camera-based,"Expiry reminders; AI camera food detection; ""Use-first"" food prioritisation",7,7,3,4.125,4.428571428571429,Automation Seekers,"Pain-aware, less convinced",False,1,1,0,0,1,0,0,0,0,0
2026-09-23 21:32:21,18–22,Jakarta,With family,5–6 people,"Yes, private fridge",Often,Prefer not to say,4,4,5,3,4,4,4,4,4,4,5,4,4,4,5,4,FRISA camera auto-recognition,≤22,Family household,5+ people,High,Jabodetabek,Camera-based,"Expiry reminders; Recipes from available ingredients; ""Use-first"" food prioritisation",7,7,2,4.0,4.285714285714286,Smart Home Cooks,"Pain-aware, less convinced",False,1,1,1,0,0,0,0,0,0,0
2026-09-23 21:40:44,41–50,Jakarta,With family,5–6 people,"Yes, private fridge",Almost always,Rp2–4M,4,4,5,4,4,5,4,5,4,5,4,3,5,5,5,5,FRISA camera auto-recognition,41+,Family household,5+ people,High,Jabodetabek,Camera-based,"Multiple-fridge support; ""Use-first"" food prioritisation; AI camera food detection",7,7,6,4.125,4.857142857142857,Automation Seekers,Ready adopters,True,0,1,0,0,1,0,0,0,0,1
2026-09-23 21:50:15,23–30,Yogyakarta,Living alone,1 person,"Yes, private fridge",Often,Rp4–6M,4,4,4,4,3,4,3,4,4,5,5,3,5,4,5,5,Digital receipt integration,23–30,Independent living,1–2 people,High,Other cities,Semi-automatic,"Recipes from available ingredients; Expiry reminders; ""Use-first"" food prioritisation",6,7,5,3.75,4.714285714285714,Smart Home Cooks,Aspirational adopters,True,1,1,1,0,0,0,0,0,0,0
2026-09-23 21:54:57,23–30,Bandung,With family,3–4 people,"Yes, private fridge",Almost always,Rp1–2M,4,4,4,3,4,3,5,5,4,4,5,4,5,5,5,4,Digital receipt integration,23–30,Family household,3–4 people,High,Other cities,Semi-automatic,AI camera food detection; Recipes from available ingredients; Food & money savings report,6,7,5,3.875,4.714285714285714,Automation Seekers,Aspirational adopters,True,0,0,1,0,1,1,0,0,0,0
2026-09-23 22:06:51,50+,Bandung,Other,2 people,"Yes, private fridge",Sometimes,Prefer not to say,3,5,5,5,4,4,4,5,3,4,5,4,4,5,5,4,FRISA camera auto-recognition,41+,Independent living,1–2 people,Medium,Other cities,Camera-based,Recipes from available ingredients; View fridge contents in the app; Duplicate-purchase alert,6,7,4,4.125,4.571428571428571,Connected Planners,Ready adopters,False,0,0,1,1,0,0,1,0,0,0
